recordtime,A3outsiders_windiv,jockeychallenge_combo_div,winoddsrank,dbltrio3_combo_div,railtype_s,racesurface_s,owner,dbl2_combo_div,raceclass,newclass_s,dbltrio2_combo_div,jockey_id,trio_combo_div,horse_id,horsenumber,racecoursecode,race_id,theresults,dbl5_combo_div,racepace,dbl4_combo_div,win_combo_div,tce_combo_div,racegoing_s,market_prob,recordtimeperlength,dbl9_combo_div,favpos,dbl3_combo_div,horsereport,A1topfavs_windiv,trainercode,dbl8_combo_div,dbltrio1_combo_div,winodds,race_total_prob,qn_combo_div,finishtime,horsecode,winningtrainercode,runnerslist,metaspeedrank,place_combo_div,runningpositions,racedate,racesurface,jockeycode,marginsbehindleader,racegoing,dbl10_combo_div,winoddsranks,winningjockeycode,sec_timelist,racenumber,dbl6_combo_div,qtt_combo_div,dbl1_combo_div,sixup_combo_div,tripletrio_combo_div,norunners,dbl7_combo_div,qnp_combo_div,tripletriocons_combo_div,racetrainers,f4_combo_div,A2midpricers_windiv,racerating_s,raceday_id,racedistance,stdtime,favodds,place,winningsecs,horsespeedrating
67.46,,,11,,,,,,Class 1,,,,"4,5,12,214.00",,11,ST,,1-2-3-4,,-0.03,,"5,97.50","5,12,4,1,941.00",,,0.01713484,,5,,,,,"10/5,339.00",,68.0,0.0,"5,12,162.50",70.01,N342,HAD,,,"5,29.00","4,8,11",20160117,ALL WEATHER TRACK,YML,"[1.75, 5.0, 12.0, None, None, None]",WS,,,WD,"[23.37, 22.45, 24.19, None, None, None]",9,,"5,12,4,9,11,997.00",,,,,,"5,12,72.00",,"Counter({u'SJJ': 2, u'FC': 2, u'MA': 1, u'GR': 1, u'CAS': 1, u'HAD': 1, u'JM': 1, u'YPF': 1, u'YCH': 1, u'WS': 1})","4,5,9,12,474.00",,,,1200,68.1,3.9,11,"[23.09, 21.93, 23.05]",964.0
67.46,,,8,,,,,,Class 1,,,,"4,5,12,214.00",,12,ST,,1-2-3-4,,-0.03,,"5,97.50","5,12,4,1,941.00",,,0.01713484,,5,,"Making the first turn near the 700 Metres, KEY WITNESS and I'M IN CHARGE raced tight inside GURUS DREAMI'M IN CHARGE lost a front plate approaching the 800 Metres and the other front plate during the running of the raceAfter the race, B Prebble stated that I'M IN CHARGE did not feel comfortable in its action at any stage of the raceA veterinary inspection of I'M IN CHARGE immediately following the race did not show any significant findings",,,"10/5,339.00",,17.0,0.0,"5,12,162.50",70.53,S164,HAD,,,"5,29.00","11,12,12",20160117,ALL WEATHER TRACK,PB,"[5.25, 8.25, 15.25, None, None, None]",WS,,,WD,"[23.93, 22.41, 24.19, None, None, None]",9,,"5,12,4,9,11,997.00",,,,,,"5,12,72.00",,"Counter({u'SJJ': 2, u'FC': 2, u'MA': 1, u'GR': 1, u'CAS': 1, u'HAD': 1, u'JM': 1, u'YPF': 1, u'YCH': 1, u'WS': 1})","4,5,9,12,474.00",,,,1200,68.1,3.9,12,"[23.09, 21.93, 23.05]",956.0
80.9,,,5,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,1,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"PRESIDENTPARAMOUNT, SO FAST and MIDNIGHT RATTLER were sent for sampling",,,,,5.9,0.0,"2,3,90.50",82.18,S419,SJJ,,,"2,17.00","1,2,1,1",20160117,TURF ,CHV,"[0.5, 0.3, 0.5, 1.25, None, None]",G,,,CHV,"[13.82, 22.52, 23.25, 22.59, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,1,"[13.82, 22.48, 23.29, 22.59]",984.0
80.9,,,4,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,2,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"PRESIDENTPARAMOUNT, SO FAST and MIDNIGHT RATTLER were sent for sampling",,,,,2.8,0.0,"2,3,90.50",82.37,T371,SJJ,,,"2,17.00","3,3,3,2",20160117,TURF ,MOJ,"[0.5, 1.5, 1.25, 1.25, None, None]",G,,,CHV,"[13.9, 22.64, 23.25, 22.58, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,2,"[13.82, 22.48, 23.29, 22.59]",982.0
80.9,,,3,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,3,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"PRESIDENTPARAMOUNT, SO FAST and MIDNIGHT RATTLER were sent for sampling",,,,,2.7,0.0,"2,3,90.50",82.43,S420,SJJ,,,"2,17.00","4,4,4,3",20160117,TURF ,MR,"[1.75, 1.75, 1.5, 1.5, None, None]",G,,,CHV,"[14.1, 22.48, 23.25, 22.6, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,3,"[13.82, 22.48, 23.29, 22.59]",981.0
80.9,,,10,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,4,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"Passing the 200 Metres, SOUL ACHIEVER raced tight inside HAPPY AGILITY",,,,,33.0,0.0,"2,3,90.50",82.47,S133,SJJ,,,"2,17.00","7,6,6,4",20160117,TURF ,TEK,"[3.25, 3.25, 2.5, 1.75, None, None]",G,,,CHV,"[14.34, 22.48, 23.17, 22.48, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,4,"[13.82, 22.48, 23.29, 22.59]",981.0
80.9,,,6,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,5,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"GREAT TREASURE began awkwardly and was then crowded for room shortly after the start between LUCKY SCEPTER and HAPPY AGILITY which shifted inAfter the 1300 Metres, RAINBOW GOLD shifted out towards the heels of HAPPY AGILITY which was shifting inThis resulted in RAINBOW GOLD being awkwardly placed close to the heels of HAPPY AGILITY approaching the 1200 MetresPassing the 200 Metres, SOUL ACHIEVER raced tight inside HAPPY AGILITY",,,,,8.2,0.0,"2,3,90.50",82.52,T184,SJJ,,,"2,17.00","5,5,5,5",20160117,TURF ,DSS,"[1.75, 2.75, 2.0, 2.25, None, None]",G,,,CHV,"[14.1, 22.64, 23.17, 22.61, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,5,"[13.82, 22.48, 23.29, 22.59]",980.0
80.9,,,9,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,6,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"GREAT TREASURE began awkwardly and was then crowded for room shortly after the start between LUCKY SCEPTER and HAPPY AGILITY which shifted inMaking the turn after the 900 Metres, LUCKY SCEPTER got its head up when awkwardly placed close to the heels of MASSIVE MILLENNIUMPassing the 350 Metres, LUCKY SCEPTER was awkwardly placed outside the heels of MASSIVE MILLENNIUM which shifted outApproaching the 300 Metres, RAINBOW GOLD shifted out away from LUCKY SCEPTER, resulting in the horse being awkwardly placed close to the heels of LOTUS BREEZE",,,,,23.0,0.0,"2,3,90.50",83.17,N174,SJJ,,,"2,17.00","10,10,11,6",20160117,TURF ,PB,"[3.75, 5.75, 4.5, 6.25, None, None]",G,,,CHV,"[14.42, 22.8, 23.09, 22.86, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,6,"[13.82, 22.48, 23.29, 22.59]",973.0
80.9,,,14,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,7,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,GREAT TREASURE began awkwardly and was then crowded for room shortly after the start between LUCKY SCEPTER and HAPPY AGILITY which shifted in,,,,,99.0,0.0,"2,3,90.50",83.18,T380,SJJ,,,"2,17.00","12,11,9,7",20160117,TURF ,WD,"[5.25, 6.0, 4.0, 6.25, None, None]",G,,,CHV,"[14.66, 22.6, 22.97, 22.95, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,7,"[13.82, 22.48, 23.29, 22.59]",973.0
80.9,,,14,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,8,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"MASSIVE MILLENNIUM began awkwardly and lost groundMaking the turn after the 900 Metres, LUCKY SCEPTER got its head up when awkwardly placed close to the heels of MASSIVE MILLENNIUMPassing the 350 Metres, LUCKY SCEPTER was awkwardly placed outside the heels of MASSIVE MILLENNIUM which shifted out",,,,,99.0,0.0,"2,3,90.50",83.19,T381,SJJ,,,"2,17.00","9,8,7,8",20160117,TURF ,FRA,"[3.5, 4.25, 3.25, 6.25, None, None]",G,,,CHV,"[14.38, 22.6, 23.13, 23.08, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,8,"[13.82, 22.48, 23.29, 22.59]",972.0
80.9,,,14,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,9,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,,,,,,99.0,0.0,"2,3,90.50",83.26,N348,SJJ,,,"2,17.00","2,1,2,9",20160117,TURF ,CYT,"[0.5, 0.3, 0.5, 6.75, None, None]",G,,,CHV,"[13.9, 22.4, 23.37, 23.59, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,9,"[13.82, 22.48, 23.29, 22.59]",972.0
80.9,,,7,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,10,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"C Schofield (NUMERO UNO) explained that as the horse had finished off its most recent start strongly when coming from the rear of the field, when it drew wide today, he was asked to ride it in a similar mannerHe said however that today NUMERO UNO did not finish off the race in the same manner albeit it appeared difficult for horses to make up groundA veterinary inspection of LOTUS BREEZE and NUMERO UNO immediately following the race did not show any significant findings",,,,,16.0,0.0,"2,3,90.50",83.32,S044,SJJ,,,"2,17.00","11,12,12,10",20160117,TURF ,SCC,"[4.5, 6.25, 5.25, 7.25, None, None]",G,,,CHV,"[14.54, 22.76, 23.13, 22.89, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,10,"[13.82, 22.48, 23.29, 22.59]",971.0
80.9,,,8,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,11,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"From the outside barrier, LOTUS BREEZE was shifted across behind runners in the early stagesApproaching the 300 Metres, RAINBOW GOLD shifted out away from LUCKY SCEPTER, resulting in the horse being awkwardly placed close to the heels of LOTUS BREEZEA veterinary inspection of LOTUS BREEZE and NUMERO UNO immediately following the race did not show any significant findings",,,,,19.0,0.0,"2,3,90.50",83.58,T112,SJJ,,,"2,17.00","8,9,10,11",20160117,TURF ,BEG,"[3.25, 5.0, 4.25, 8.75, None, None]",G,,,CHV,"[14.34, 22.76, 23.17, 23.31, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,11,"[13.82, 22.48, 23.29, 22.59]",968.0
80.9,,,14,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,12,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"After the 1300 Metres, RAINBOW GOLD shifted out towards the heels of HAPPY AGILITY which was shifting inThis resulted in RAINBOW GOLD being awkwardly placed close to the heels of HAPPY AGILITY approaching the 1200 MetresAfter this, RAINBOW GOLD was left racing wide and without coverApproaching the 300 Metres, RAINBOW GOLD shifted out away from LUCKY SCEPTER, resulting in the horse being awkwardly placed close to the heels of LOTUS BREEZE",,,,,99.0,0.0,"2,3,90.50",84.37,T237,SJJ,,,"2,17.00","6,7,8,12",20160117,TURF ,YML,"[2.5, 3.75, 3.75, 13.75, None, None]",G,,,CHV,"[14.22, 22.68, 23.29, 24.18, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,12,"[13.82, 22.48, 23.29, 22.59]",959.0
80.9,,,2,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,0,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"PENANG HALL was withdrawn on raceday morning by order of the Stewards acting on veterinary advice (lame left fore)Before being allowed to race again, PENANG HALL and GLENEALY PRIZE will be subjected to an official veterinary examination",,,,,,0.0,"2,3,90.50",,T062,SJJ,,,"2,17.00",,20160117,TURF ,CAN,"[None, None, None, None, None, None]",G,,,CHV,"[None, None, None, None, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,WV,"[13.82, 22.48, 23.29, 22.59]",
80.9,,,2,"4,5,12/2,3,8,9,12,1,826.00",,,,,Class 3,,,,"2,3,8,63.00",,0,ST,,1-2-3-4,,-0.02,,"2,59.00","2,3,8,506.00",,,0.017613085714285718,"5/2,607.50",5,,"GLENEALY PRIZE was also withdrawn on raceday morning by order of the Stewards acting on veterinary advice (lame left fore)Before being allowed to race again, PENANG HALL and GLENEALY PRIZE will be subjected to an official veterinary examination",,,,,,0.0,"2,3,90.50",,T181,SJJ,,,"2,17.00",,20160117,TURF ,LDE,"[None, None, None, None, None, None]",G,,,CHV,"[None, None, None, None, None, None]",10,,"2,3,8,13,6,557.00",,,,,,"2,3,29.00",,"Counter({u'LAL': 1, u'SWY': 1, u'MA': 1, u'FD': 1, u'OSP': 1, u'HAD': 1, u'YTP': 1, u'SJJ': 1, u'JM': 1, u'NTK': 1, u'YPF': 1, u'LKW': 1, u'SCS': 1, u'TYS': 1})","2,3,8,13,294.00",[59.0],,,1400,82.2,,WV,"[13.82, 22.48, 23.29, 22.59]",
recordtime,A3outsiders_windiv,jockeychallenge_combo_div,winoddsrank,dbltrio3_combo_div,railtype_s,racesurface_s,owner,dbl2_combo_div,raceclass,newclass_s,dbltrio2_combo_div,jockey_id,trio_combo_div,horse_id,horsenumber,racecoursecode,race_id,theresults,dbl5_combo_div,racepace,dbl4_combo_div,win_combo_div,tce_combo_div,racegoing_s,market_prob,recordtimeperlength,dbl9_combo_div,favpos,dbl3_combo_div,horsereport,A1topfavs_windiv,trainercode,dbl8_combo_div,dbltrio1_combo_div,winodds,race_total_prob,qn_combo_div,finishtime,horsecode,winningtrainercode,runnerslist,metaspeedrank,place_combo_div,runningpositions,racedate,racesurface,jockeycode,marginsbehindleader,racegoing,dbl10_combo_div,winoddsranks,winningjockeycode,sec_timelist,racenumber,dbl6_combo_div,qtt_combo_div,dbl1_combo_div,sixup_combo_div,tripletrio_combo_div,norunners,dbl7_combo_div,qnp_combo_div,tripletriocons_combo_div,racetrainers,f4_combo_div,A2midpricers_windiv,racerating_s,raceday_id,racedistance,stdtime,favodds,place,winningsecs,horsespeedrating
68.46,,,6,,,,,,Class 5,,,,"1,2,7,1,011.00",,1,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,"After the 150 Metres, N Callan (PLANET GIANT) dropped his left reinNear the 50 Metres, MIGHTY GAINS got its head on the side and shifted out towards the hindquarters of PLANET GIANT, resulting in MIGHTY GAINS being awkwardly placed inside that horse and not able to be fully tested over the concluding stagesMIGHTY GAINS, PLANET GIANT and NOVEL START were sent for sampling",,,,,13.0,0.0,"1,7,297.00",70.41,T295,GR,,,"1,37.50","1,2,1",20160117,ALL WEATHER TRACK,CAN,"[0.1, 0.75, 0.2, None, None, None]",WS,,,CAN,"[23.71, 22.93, 23.77, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,1,"[23.71, 22.81, 23.89]",972.0
68.46,,,2,,,,,,Class 5,,,,"1,2,7,1,011.00",,2,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,"MIGHTY GAINS, PLANET GIANT and NOVEL START were sent for sampling",,,,,3.6,0.0,"1,7,297.00",70.43,M255,GR,,,"1,37.50","5,3,2",20160117,ALL WEATHER TRACK,MR,"[2.0, 1.75, 0.2, None, None, None]",WS,,,CAN,"[24.03, 22.77, 23.63, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,2,"[23.71, 22.81, 23.89]",972.0
68.46,,,7,,,,,,Class 5,,,,"1,2,7,1,011.00",,3,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,THE PALADIN began awkwardly and shortly after the start was awkwardly placed outside the heels of HIGHLAND DRAGON which shifted out,,,,,14.0,0.0,"1,7,297.00",70.59,N265,GR,,,"1,37.50","4,5,3",20160117,ALL WEATHER TRACK,FRA,"[0.75, 2.25, 1.25, None, None, None]",WS,,,CAN,"[23.83, 23.05, 23.71, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,3,"[23.71, 22.81, 23.89]",970.0
68.46,,,1,,,,,,Class 5,,,,"1,2,7,1,011.00",,4,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,"Near the 50 Metres, MIGHTY GAINS got its head on the side and shifted out towards the hindquarters of PLANET GIANT, resulting in MIGHTY GAINS being awkwardly placed inside that horse and not able to be fully tested over the concluding stagesMIGHTY GAINS, PLANET GIANT and NOVEL START were sent for sampling",,,,,3.3,0.0,"1,7,297.00",70.62,P260,GR,,,"1,37.50","2,1,4",20160117,ALL WEATHER TRACK,MOJ,"[0.1, 0.75, 1.25, None, None, None]",WS,,,CAN,"[23.71, 22.81, 24.1, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,4,"[23.71, 22.81, 23.89]",969.0
68.46,,,3,,,,,,Class 5,,,,"1,2,7,1,011.00",,5,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,"In the early part of the Straight, EASY AHEAD and DANEWIN TIGER raced tight as EASY AHEAD shifted out to obtain clear running",,,,,8.9,0.0,"1,7,297.00",70.81,K212,GR,,,"1,37.50","11,10,5",20160117,ALL WEATHER TRACK,LDE,"[5.0, 5.0, 2.5, None, None, None]",WS,,,CAN,"[24.51, 22.81, 23.49, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,5,"[23.71, 22.81, 23.89]",967.0
68.46,,,5,,,,,,Class 5,,,,"1,2,7,1,011.00",,6,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,"In the early part of the Straight, EASY AHEAD and DANEWIN TIGER raced tight as EASY AHEAD shifted out to obtain clear running",,,,,10.0,0.0,"1,7,297.00",71.03,L282,GR,,,"1,37.50","8,9,6",20160117,ALL WEATHER TRACK,WD,"[3.5, 4.75, 3.75, None, None, None]",WS,,,CAN,"[24.27, 23.01, 23.75, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,6,"[23.71, 22.81, 23.89]",964.0
68.46,,,10,,,,,,Class 5,,,,"1,2,7,1,011.00",,7,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,,,,,,25.0,0.0,"1,7,297.00",71.05,S157,GR,,,"1,37.50","6,6,7",20160117,ALL WEATHER TRACK,TEK,"[2.0, 3.25, 4.0, None, None, None]",WS,,,CAN,"[24.03, 23.01, 24.01, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,7,"[23.71, 22.81, 23.89]",964.0
68.46,,,4,,,,,,Class 5,,,,"1,2,7,1,011.00",,8,ST,,1-2-3-4,,1.01,,"1,133.00","1,7,2,5,885.00",,,0.01738884,,6,,"KING ON EARTH began only fairly, shifted out at the start and bumped the hindquarters of O'SOCOOLE which became unbalanced",,,,,9.2,0.0,"1,7,297.00",71.2,S032,GR,,,"1,37.50","7,8,8",20160117,ALL WEATHER TRACK,PB,"[2.25, 4.0, 5.0, None, None, None]",WS,,,CAN,"[24.07, 23.09, 24.04, None, None, None]",2,,"1,7,2,3,20,530.00","4/1,2,529.00",,,,,"1,7,104.00",,"Counter({u'LAL': 1, u'MA': 1, u'GR': 1, u'CCW': 1, u'MKL': 1, u'HAD': 1, u'CD': 1, u'NTK': 1, u'FC': 1, u'WS': 1, u'HL': 1, u'LKW': 1})","1,2,3,7,615.00",[133.0],,,1200,69.4,3.3,8,"[23.71, 22.81, 23.89]",962.0
